1;37.58;0.99
2;35.61;0.97
3;37.07;0.97
4;31.7;0.95
5;31.26;0.94
6;35.11;0.98
7;33.6;0.97
8;35.91;0.99
9;37.31;0.98
10;32.57;0.96
11;32.33;0.97
12;37.78;0.99
13;31.68;0.93
